profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
ogólnoakademicki,Historia i archeologia,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Chemia,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,1,Warszawa,Uczelnia publiczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Bielska Wyższa Szkoła im. Józefa Tyszkiewicza w Bielsku-Białej,2,Bielsko-Biała,Uczelnia niepubliczna
praktyczny,Kształcenie,"Powszechna Wyższa Szkoła Humanistyczna ""Pomerania"" w Chojnicach",2,Chojnice,Uczelnia niepubliczna
praktyczny,Psychologia,Społeczna Akademia Nauk z siedzibą w Łodzi,1,Warszawa,Uczelnia niepubliczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie,3,Lublin,Uczelnia niepubliczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Ignatianum w Krakowie,3,Kraków,Uczelnia kościelna
ogólnoakademicki,"Bibliotekoznawstwo, informacja naukowa i archiwistyka",Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Akademia Nauk Stosowanych w Bielsku-Białej,2,Bielsko-Biała,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Przyrodniczy w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,"Finanse, bankowość i ubezpieczenia",Akademia WSB,2,Dąbrowa Górnicza,Uczelnia niepubliczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Wyższa Szkoła Edukacji i Terapii im. prof. Kazimiery Milanowskiej z siedzibą w Poznaniu,2,Poznań,Uczelnia niepubliczna
praktyczny,"Interdyscyplinarne programy i kwalifikacje związane z naukami społecznymi, dziennikarstwem i informacją",Collegium Da Vinci z siedzibą w Poznaniu,2,Poznań,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,"Finanse, bankowość i ubezpieczenia",Menedżerska Akademia Nauk Stosowanych w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,"Finanse, bankowość i ubezpieczenia",Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,Zdrowie gdzie indziej niesklasyfikowane,Uniwersytet Medyczny w Białymstoku,2,Białystok,Uczelnia publiczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli bez specjalizacji tematycznej,Szkoła Wyższa im. Pawła Włodkowica w Płocku,2,Iława,Uczelnia niepubliczna
ogólnoakademicki,Pielęgnacja włosów i urody,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,Projektowanie i administrowanie baz danych i sieci,Wyższa Szkoła Gospodarki w Bydgoszczy,2,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet Warmińsko-Mazurski w Olsztynie,1,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Budownictwo i inżynieria lądowa i wodna,Uniwersytet Przyrodniczy we Wrocławiu,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Pielęgniarstwo i położnictwo,Europejska Uczelnia Społeczno-Techniczna im. Roberta Schumana,2,Radom,Uczelnia niepubliczna
praktyczny,"Finanse, bankowość i ubezpieczenia",Akademia Zamojska,2,Zamość,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Przyrodniczy w Lublinie,3,Lublin,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Łódź,Uczelnia niepubliczna
praktyczny,Psychologia,Uniwersytet Warmińsko-Mazurski w Olsztynie,1,Olsztyn,Uczelnia publiczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Uniwersytet w Siedlcach,3,Siedlce,Uczelnia publiczna
praktyczny,"Programy i kwalifikacje związane z naukami społecznymi, gdzie indziej niesklasyfikowane",Akademia Nauk Stosowanych Towarzystwa Wiedzy Powszechnej w Szczecinie,2,Białystok,Uczelnia niepubliczna
ogólnoakademicki,Ochrona osób i mienia,"Wyższa Szkoła Bezpieczeństwa Publicznego i Indywidualnego ""Apeiron"" w Krakowie",3,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Języki nie określone dalej,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące sztuki i przedmioty humanistyczne,Akademia Sztuk Pięknych w Gdańsku,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Uniwersytet Szczeciński,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Politechnika Śląska,3,Gliwice,Uczelnia publiczna
ogólnoakademicki,Medycyna,Śląski Uniwersytet Medyczny w Katowicach,1,Bielsko-Biała,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Stosowanych im. Haliny Konopackiej w Pruszkowie,2,Pruszków,Uczelnia niepubliczna
ogólnoakademicki,Ekologia i ochrona środowiska,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
praktyczny,Programy i kwalifikacje związane z językami gdzie indziej niesklasyfikowane,Akademia Nauk Stosowanych w Koninie,3,Konin,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Społeczna Akademia Nauk z siedzibą w Łodzi,1,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z językami gdzie indziej niesklasyfikowane,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z rolnictwem gdzie indziej niesklasyfikowane,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z językami gdzie indziej niesklasyfikowane,Uniwersytet Komisji Edukacji Narodowej w Krakowie,1,Kraków,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Pomorski Uniwersytet Medyczny w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uczelnia Społeczno-Medyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
praktyczny,Produkcja roślinna i zwierzęca,Uniwersytet Przyrodniczy w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Fizyka,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,3,Katowice,Uczelnia publiczna
praktyczny,Architektura i planowanie przestrzenne,Uniwersytet Zielonogórski,1,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet w Siedlcach,2,Siedlce,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Szczeciński,3,Szczecin,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Nauk Stosowanych Mazovia,2,Siedlce,Uczelnia niepubliczna
praktyczny,Kształcenie,Wyższa Szkoła Administracji w Bielsku-Białej,3,Stalowa Wola,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,"Wyższa Szkoła Zarządzania ""Edukacja"" we Wrocławiu",2,Wrocław,Uczelnia niepubliczna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
praktyczny,Zdrowie gdzie indziej niesklasyfikowane,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,2,Warszawa,Uczelnia publiczna
praktyczny,Prawo,Uczelnia Collegium Intermarium,1,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Polsko-Japońska Akademia Technik Komputerowych,3,Warszawa,Uczelnia niepubliczna
praktyczny,Pielęgniarstwo i położnictwo,Warszawska Akademia Medyczna Nauk Stosowanych,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Obszar nieznany,Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Śląski w Katowicach,3,Katowice,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Mikołaja Kopernika w Toruniu,3,Toruń,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
praktyczny,Nauka języków,Wyższa Szkoła Gospodarki w Bydgoszczy,2,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Społeczna Akademia Nauk z siedzibą w Łodzi,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Psychologia,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Ekonomiczny we Wrocławiu,2,Wrocław,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z ochroną i bezpieczeństwem gdzie indziej niesklasyfikowane,Uniwersytet w Siedlcach,2,Siedlce,Uczelnia publiczna
praktyczny,Muzyka i sztuki sceniczne,Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie,2,Białystok,Uczelnia publiczna
ogólnoakademicki,"Moda, wystrój wnętrz i projektowanie przemysłowe",Akademia Sztuk Pięknych w Gdańsku,2,Gdańsk,Uczelnia publiczna
praktyczny,Obszar nieznany,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące technologie informacyjno-komunikacyjne,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
ogólnoakademicki,"Pojazdy samochodowe, statki i samoloty",Uniwersytet Morski w Gdyni,3,Gdynia,Uczelnia publiczna
praktyczny,"Pojazdy samochodowe, statki i samoloty",Lotnicza Akademia Wojskowa,2,Dęblin,Uczelnia publiczna
praktyczny,Ekonomia,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Akademia Nauk Stosowanych w Nowym Sączu,2,Nowy Sącz,Uczelnia publiczna
praktyczny,Mechanika i metalurgia,Państwowa Akademia Nauk Stosowanych im. Ignacego Mościckiego w Ciechanowie,2,Ciechanów,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Pielęgniarstwo i położnictwo,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Szczeciński,2,Szczecin,Uczelnia publiczna
praktyczny,Obszar nieznany,Akademia WSB,2,Dąbrowa Górnicza,Uczelnia niepubliczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Politechnika Poznańska,3,Poznań,Uczelnia publiczna
praktyczny,Medycyna,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Turystyka i wypoczynek,Szkoła Główna Turystyki i Hotelarstwa Vistula,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Technologie związane z diagnostyką i leczeniem,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Nauk Stosowanych Mazovia,3,Siedlce,Uczelnia niepubliczna
praktyczny,Transport,Lotnicza Akademia Wojskowa,2,Dęblin,Uczelnia publiczna
praktyczny,Ekonomia,Uniwersytet Ekonomiczny w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Akademia Muzyczna im. Krzysztofa Pendereckiego w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Projektowanie i administrowanie baz danych i sieci,Politechnika Świętokrzyska,2,Kielce,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli nauczania przedszkolnego,Akademia Bialska im. Jana Pawła II,1,Biała Podlaska,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Kalisz,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje związane z naukami społecznymi, dziennikarstwem i informacją",Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
praktyczny,Ochrona osób i mienia,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,2,Szczecin,Uczelnia niepubliczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Sopocka Akademia Nauk Stosowanych,3,Sopot,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie,2,Lublin,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
praktyczny,"Moda, wystrój wnętrz i projektowanie przemysłowe",Wyższa Szkoła Sztuki i Projektowania w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet w Siedlcach,2,Siedlce,Uczelnia publiczna
praktyczny,Turystyka i wypoczynek,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,2,Warszawa,Uczelnia publiczna
praktyczny,Ekonomia,Collegium Da Vinci z siedzibą w Poznaniu,2,Poznań,Uczelnia niepubliczna
ogólnoakademicki,Psychologia,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Opolski,3,Opole,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Świdnica,Uczelnia niepubliczna
ogólnoakademicki,Przedmioty humanistyczne (z wyłączeniem języków) nie określone dalej,Uniwersytet Śląski w Katowicach,2,Cieszyn,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uczelnia WSB Merito w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Ekonomiczny w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Piotrkowska,3,Piotrków Trybunalski,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Przyrodniczy we Wrocławiu,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Uniwersytet Morski w Gdyni,3,Gdynia,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,3,Olsztyn,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Komisji Edukacji Narodowej w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie,2,Lublin,Uczelnia niepubliczna
ogólnoakademicki,Historia i archeologia,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Ekologia i ochrona środowiska,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,3,Szczecin,Uczelnia publiczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
ogólnoakademicki,Elektronika i automatyka,Politechnika Gdańska,3,Gdańsk,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Technologie związane z diagnostyką i leczeniem,Politechnika Białostocka,2,Białystok,Uczelnia publiczna
praktyczny,Nauka języków,Akademia Nauk Stosowanych w Nowym Sączu,3,Nowy Sącz,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,2,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Kształcenie,Gnieźnieńska Szkoła Wyższa Milenium z siedzibą w Gnieźnie,3,Gniezno,Uczelnia niepubliczna
praktyczny,Prawo,Wyższa Szkoła Biznesu i Nauk o Zdrowiu w Łodzi,3,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Politologia i wiedza o społeczeństwie,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
praktyczny,Ogrodnictwo,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Budownictwo i inżynieria lądowa i wodna,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Politechnika Lubelska,2,Lublin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Wrocławska Akademia Biznesu w Naukach Stosowanych,2,Wrocław,Uczelnia niepubliczna
praktyczny,Socjologia i kulturoznawstwo,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Gniezno,Uczelnia publiczna
